Network,ParkCode,ShortName,LongName,SiteCode,SiteCodeWQX,SiteName,Lat,Long,Type,CharacteristicName,DisplayName,DataName,Category,CategoryDisplay,Units,LowerPoint,UpperPoint,DataType,LowerDescription,UpperDescription,AssessmentDetails,LowerPointCondition,UpperPointCondition,IsActiveSiteCode,IsActiveCharacteristicName,IsActive
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_GAMI,NCRN_MONO_GAMI,Gambrill Mill Creek,39.36872381,-77.38838321,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,600.0,,numeric,Acceptable acid neutralizing capacity is above 600 ueq/L for karst terrain.,,Weeks et al. 2007,<=,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,True,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,False,False,False
NCRN,MONO,Monocacy,Monocacy National Battlefield,NCRN_MONO_HARU,NCRN_MONO_HARU,Harding's Run,39.35918887,-77.40069173,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,True,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_ACCK,NCRN_NACE_ACCK,Accokeek Creek tributary,38.69053078,-77.05399757,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,False,False,False
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,NACE,Nat. Cap. Parks - East,National Capital Parks - East,NCRN_NACE_FTDU,NCRN_NACE_FTDU,Fort Dupont Stream,38.88132185,-76.95733296,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
